State,Area name,hs_diploma_up,Rank
MT,Petroleum County,99.4,1.0
CO,Ouray County,98.6,2.0
CO,Custer County,98.4,3.0
AK,Denali Borough,98.3,4.5
CO,San Miguel County,98.3,4.5
NE,Loup County,98.2,6.0
NM,Los Alamos County,98.1,7.0
CO,Mineral County,98,8.0
CO,Gunnison County,97.9,10.0
CO,Douglas County,97.9,10.0
UT,Morgan County,97.9,10.0
CO,Teller County,97.8,12.0
AK,Haines Borough,97.6,13.5
MT,Garfield County,97.6,13.5
CO,Park County,97.5,15.5
MN,Lake of the Woods County,97.5,15.5
CO,Pitkin County,97.4,18.0
CO,Clear Creek County,97.4,18.0
MT,Gallatin County,97.4,18.0
VA,Falls Church city,97.3,20.5
WI,Ozaukee County,97.3,20.5
IN,Hamilton County,97.2,23.0
NE,Cherry County,97.2,23.0
OH,Delaware County,97.2,23.0
CO,Kiowa County,97.1,25.0
UT,Rich County,96.9,26.5
IA,Story County,96.9,26.5
NE,Garfield County,96.8,28.0
MO,Platte County,96.6,33.0
SD,Sully County,96.6,33.0
MT,Park County,96.6,33.0
CO,Broomfield County,96.6,33.0
CO,San Juan County,96.6,33.0
CO,La Plata County,96.6,33.0
CO,Routt County,96.6,33.0
NE,Hamilton County,96.6,33.0
MN,Cook County,96.6,33.0
VA,Lexington city,96.5,40.5
IA,Bremer County,96.5,40.5
IA,Madison County,96.5,40.5
CO,Dolores County,96.5,40.5
KS,Wabaunsee County,96.5,40.5
ID,Latah County,96.5,40.5
WI,St. Croix County,96.4,46.5
MI,Keweenaw County,96.4,46.5
MI,Leelanau County,96.4,46.5
CO,Hinsdale County,96.4,46.5
WI,Waukesha County,96.4,46.5
MT,Meagher County,96.4,46.5
ND,Steele County,96.3,54.5
MN,Washington County,96.3,54.5
MT,Madison County,96.3,54.5
MT,Missoula County,96.3,54.5
CO,Elbert County,96.3,54.5
IA,Johnson County,96.3,54.5
KS,Johnson County,96.3,54.5
SD,Brookings County,96.3,54.5
CO,Larimer County,96.3,54.5
OR,Benton County,96.3,54.5
KS,Riley County,96.2,63.0
NE,Wayne County,96.2,63.0
KS,Smith County,96.2,63.0
MN,Carver County,96.2,63.0
KS,Douglas County,96.2,63.0
SD,Hughes County,96.2,63.0
MA,Nantucket County,96.2,63.0
MT,McCone County,96.1,69.0
WA,Jefferson County,96.1,69.0
WY,Teton County,96.1,69.0
WI,Dane County,96.1,69.0
GA,Oconee County,96.1,69.0
MT,Sweet Grass County,96,73.5
NE,Logan County,96,73.5
UT,Wasatch County,96,73.5
IL,McLean County,96,73.5
NE,Rock County,95.9,79.0
MI,Livingston County,95.9,79.0
IA,Dallas County,95.9,79.0
WY,Albany County,95.9,79.0
SD,Lincoln County,95.9,79.0
IA,Winneshiek County,95.9,79.0
MA,Dukes County,95.9,79.0
IA,Warren County,95.8,86.0
SD,Haakon County,95.8,86.0
KS,Sheridan County,95.8,86.0
WY,Hot Springs County,95.8,86.0
WY,Sheridan County,95.8,86.0
WI,Iowa County,95.8,86.0
MN,Dodge County,95.8,86.0
MA,Barnstable County,95.7,97.0
WA,San Juan County,95.7,97.0
NJ,Hunterdon County,95.7,97.0
MT,Lewis and Clark County,95.7,97.0
KS,Comanche County,95.7,97.0
KS,Pottawatomie County,95.7,97.0
IL,Menard County,95.7,97.0
KS,Lane County,95.7,97.0
MI,Washtenaw County,95.7,97.0
WI,Iron County,95.7,97.0
UT,Davis County,95.7,97.0
UT,Daggett County,95.7,97.0
ME,Cumberland County,95.7,97.0
WI,La Crosse County,95.7,97.0
TN,Williamson County,95.7,97.0
VA,Poquoson city,95.6,109.0
NE,Washington County,95.6,109.0
KS,Wallace County,95.6,109.0
MI,Dickinson County,95.6,109.0
VA,James City County,95.6,109.0
MN,Kittson County,95.6,109.0
ID,Madison County,95.6,109.0
NE,Arthur County,95.6,109.0
WI,Eau Claire County,95.6,109.0
MT,Carbon County,95.5,121.0
WA,Island County,95.5,121.0
MD,Howard County,95.5,121.0
IA,Cedar County,95.5,121.0
KS,Rawlins County,95.5,121.0
NH,Rockingham County,95.5,121.0
IA,Dickinson County,95.5,121.0
PA,Butler County,95.5,121.0
MN,Houston County,95.5,121.0
KS,Lincoln County,95.5,121.0
SD,Meade County,95.5,121.0
CO,Boulder County,95.5,121.0
AK,Juneau City and Borough,95.5,121.0
WI,Door County,95.5,121.0
IA,Clay County,95.5,121.0
IL,Monroe County,95.4,134.5
NE,Sarpy County,95.4,134.5
MO,St. Charles County,95.4,134.5
WY,Johnson County,95.4,134.5
WY,Park County,95.4,134.5
MN,Douglas County,95.4,134.5
MT,Fallon County,95.4,134.5
WI,Bayfield County,95.4,134.5
NE,Howard County,95.4,134.5
IA,Grundy County,95.4,134.5
ND,Grand Forks County,95.4,134.5
MI,Emmet County,95.4,134.5
KS,Miami County,95.3,147.5
IA,Mills County,95.3,147.5
NE,Keya Paha County,95.3,147.5
NC,Dare County,95.3,147.5
AK,"Chugach Census Area, Alaska",95.3,147.5
MN,Chisago County,95.3,147.5
MI,Clinton County,95.3,147.5
NJ,Sussex County,95.3,147.5
MI,Marquette County,95.3,147.5
MT,Fergus County,95.3,147.5
MA,Hampshire County,95.3,147.5
ND,Cass County,95.3,147.5
WA,Whitman County,95.3,147.5
MT,Richland County,95.3,147.5
UT,Garfield County,95.2,157.5
IN,Hendricks County,95.2,157.5
KS,Republic County,95.2,157.5
ME,Hancock County,95.2,157.5
WA,Kitsap County,95.2,157.5
VA,York County,95.2,157.5
PA,Allegheny County,95.1,168.0
NV,Eureka County,95.1,168.0
SD,Hanson County,95.1,168.0
CA,Nevada County,95.1,168.0
MN,Pennington County,95.1,168.0
CO,Jefferson County,95.1,168.0
MN,Dakota County,95.1,168.0
MI,Grand Traverse County,95.1,168.0
WY,Sublette County,95.1,168.0
NH,Carroll County,95.1,168.0
UT,Summit County,95.1,168.0
UT,Utah County,95.1,168.0
WI,Vilas County,95.1,168.0
GA,Chattahoochee County,95.1,168.0
WI,Pierce County,95.1,168.0
NY,Tompkins County,95,183.0
VT,Chittenden County,95,183.0
MT,Yellowstone County,95,183.0
NE,Hitchcock County,95,183.0
NE,Boyd County,95,183.0
IL,McDonough County,95,183.0
WI,Washington County,95,183.0
MI,Eaton County,95,183.0
MT,Dawson County,95,183.0
OH,Medina County,95,183.0
MO,Boone County,95,183.0
KS,Cloud County,95,183.0
OH,Wood County,95,183.0
MN,Scott County,95,183.0
CT,Middlesex County,95,183.0
ND,Burleigh County,94.9,197.5
MN,Clay County,94.9,197.5
MN,Nicollet County,94.9,197.5
NE,Wheeler County,94.9,197.5
MN,Olmsted County,94.9,197.5
KS,Jefferson County,94.9,197.5
MT,Flathead County,94.9,197.5
KS,Ottawa County,94.9,197.5
PA,Westmoreland County,94.9,197.5
VA,Arlington County,94.9,197.5
NM,Catron County,94.9,197.5
NE,Dawes County,94.9,197.5
ID,Ada County,94.9,197.5
MT,Judith Basin County,94.9,197.5
AK,Sitka City and Borough,94.8,214.5
ND,Barnes County,94.8,214.5
MN,Le Sueur County,94.8,214.5
CA,Placer County,94.8,214.5
SD,Clay County,94.8,214.5
VT,Grand Isle County,94.8,214.5
NE,Boone County,94.8,214.5
IL,Champaign County,94.8,214.5
SD,Harding County,94.8,214.5
NE,Sioux County,94.8,214.5
NE,Kearney County,94.8,214.5
WI,Portage County,94.8,214.5
CT,Tolland County,94.8,214.5
IA,Adair County,94.8,214.5
GA,Fayette County,94.8,214.5
WI,Menominee County,94.8,214.5
FL,St. Johns County,94.8,214.5
AK,Bristol Bay Borough,94.8,214.5
KS,Mitchell County,94.8,214.5
IA,Linn County,94.8,214.5
NE,Stanton County,94.7,230.5
NE,Saunders County,94.7,230.5
WI,Oneida County,94.7,230.5
WI,Calumet County,94.7,230.5
IA,Jones County,94.7,230.5
ID,Boise County,94.7,230.5
KS,Trego County,94.7,230.5
MI,Midland County,94.7,230.5
MI,Oakland County,94.7,230.5
IA,Fremont County,94.7,230.5
MN,Blue Earth County,94.7,230.5
CA,El Dorado County,94.7,230.5
IN,Warrick County,94.6,242.5
NJ,Morris County,94.6,242.5
MN,Pope County,94.6,242.5
PA,Montgomery County,94.6,242.5
AK,Yakutat City and Borough,94.6,242.5
VT,Washington County,94.6,242.5
MN,St. Louis County,94.6,242.5
IA,Adams County,94.6,242.5
MT,Jefferson County,94.6,242.5
OH,Putnam County,94.6,242.5
IA,Iowa County,94.6,242.5
MN,Wright County,94.6,242.5
CO,Grand County,94.5,256.0
MD,Calvert County,94.5,256.0
OH,Warren County,94.5,256.0
ME,York County,94.5,256.0
VA,Virginia Beach city,94.5,256.0
MT,Beaverhead County,94.5,256.0
CO,Summit County,94.5,256.0
CA,Plumas County,94.5,256.0
CO,Chaffee County,94.5,256.0
RI,Washington County,94.5,256.0
AK,Fairbanks North Star Borough,94.5,256.0
ND,Cavalier County,94.5,256.0
MN,Red Lake County,94.5,256.0
MN,Itasca County,94.5,256.0
PA,Beaver County,94.5,256.0
MO,Pulaski County,94.4,274.5
SD,Lawrence County,94.4,274.5
IA,Plymouth County,94.4,274.5
PA,Bucks County,94.4,274.5
MO,Putnam County,94.4,274.5
OR,Clackamas County,94.4,274.5
MN,Goodhue County,94.4,274.5
CO,El Paso County,94.4,274.5
SD,Union County,94.4,274.5
VT,Addison County,94.4,274.5
NE,Fillmore County,94.4,274.5
MN,Rock County,94.4,274.5
NE,Custer County,94.4,274.5
IA,Winnebago County,94.4,274.5
MN,Wabasha County,94.4,274.5
PA,Chester County,94.4,274.5
NE,Cass County,94.4,274.5
IN,Boone County,94.4,274.5
MN,Hubbard County,94.4,274.5
SD,Pennington County,94.4,274.5
PA,Centre County,94.4,274.5
RI,Newport County,94.4,274.5
MN,Sherburne County,94.3,295.0
NE,Pierce County,94.3,295.0
OH,Union County,94.3,295.0
IA,Guthrie County,94.3,295.0
IL,Woodford County,94.3,295.0
ND,Traill County,94.3,295.0
NJ,Somerset County,94.3,295.0
NE,Webster County,94.3,295.0
OR,Deschutes County,94.3,295.0
NE,Seward County,94.3,295.0
UT,Emery County,94.3,295.0
CA,Sierra County,94.3,295.0
KS,Clark County,94.3,295.0
SD,Jones County,94.3,295.0
WI,Douglas County,94.3,295.0
WI,Outagamie County,94.3,295.0
KS,Gove County,94.3,295.0
KS,Jackson County,94.3,295.0
MI,Kalamazoo County,94.3,295.0
WA,Thurston County,94.2,313.0
IA,Butler County,94.2,313.0
IA,Carroll County,94.2,313.0
FL,Seminole County,94.2,313.0
NE,Frontier County,94.2,313.0
MI,Gogebic County,94.2,313.0
TX,Loving County,94.2,313.0
MA,Norfolk County,94.2,313.0
UT,Cache County,94.2,313.0
NE,Cedar County,94.2,313.0
WY,Washakie County,94.2,313.0
NV,Douglas County,94.2,313.0
NE,York County,94.2,313.0
KS,Clay County,94.2,313.0
VA,Montgomery County,94.2,313.0
AK,Anchorage Municipality,94.2,313.0
ND,Billings County,94.2,313.0
WA,Spokane County,94.1,332.5
VT,Windsor County,94.1,332.5
IN,Porter County,94.1,332.5
MN,Wilkin County,94.1,332.5
ND,Golden Valley County,94.1,332.5
KS,Osborne County,94.1,332.5
IA,Jasper County,94.1,332.5
AK,"Copper River Census Area, Alaska",94.1,332.5
ND,Burke County,94.1,332.5
IA,Poweshiek County,94.1,332.5
NJ,Monmouth County,94.1,332.5
IA,Boone County,94.1,332.5
MO,St. Louis County,94.1,332.5
SD,Moody County,94.1,332.5
MO,Holt County,94.1,332.5
MT,Custer County,94.1,332.5
CO,Archuleta County,94.1,332.5
VA,Loudoun County,94.1,332.5
MN,Crow Wing County,94.1,332.5
MN,Anoka County,94.1,332.5
NJ,Cape May County,94.1,332.5
IA,Benton County,94.1,332.5
NE,Valley County,94,355.5
TX,Williamson County,94,355.5
WY,Laramie County,94,355.5
AK,Kenai Peninsula Borough,94,355.5
IL,Scott County,94,355.5
ME,Lincoln County,94,355.5
NV,Storey County,94,355.5
AK,Ketchikan Gateway Borough,94,355.5
OR,Wallowa County,94,355.5
MN,Meeker County,94,355.5
WI,Columbia County,94,355.5
SD,Potter County,94,355.5
VT,Bennington County,94,355.5
KS,Ellis County,94,355.5
IA,Marion County,94,355.5
VA,Goochland County,94,355.5
OH,Greene County,94,355.5
ME,Sagadahoc County,94,355.5
WA,Garfield County,94,355.5
IA,Calhoun County,94,355.5
IA,Scott County,94,355.5
NJ,Burlington County,94,355.5
MI,Charlevoix County,94,355.5
WI,Dunn County,94,355.5
IN,Monroe County,93.9,376.5
VA,Botetourt County,93.9,376.5
MO,Nodaway County,93.9,376.5
WI,Kewaunee County,93.9,376.5
NE,Gosper County,93.9,376.5
NE,Lincoln County,93.9,376.5
KY,Oldham County,93.9,376.5
TX,Collin County,93.9,376.5
SD,Clark County,93.9,376.5
WI,Sheboygan County,93.9,376.5
KS,Geary County,93.9,376.5
MN,Lac qui Parle County,93.9,376.5
WI,Polk County,93.9,376.5
CA,Trinity County,93.9,376.5
NH,Strafford County,93.9,376.5
WY,Natrona County,93.9,376.5
KS,Atchison County,93.9,376.5
CT,Litchfield County,93.9,376.5
MN,Carlton County,93.8,399.0
MN,McLeod County,93.8,399.0
VA,Hanover County,93.8,399.0
ND,Ward County,93.8,399.0
KS,Graham County,93.8,399.0
ME,Kennebec County,93.8,399.0
MI,Ottawa County,93.8,399.0
KS,Coffey County,93.8,399.0
IA,Buchanan County,93.8,399.0
ND,Sargent County,93.8,399.0
MD,Carroll County,93.8,399.0
KS,Butler County,93.8,399.0
MD,Harford County,93.8,399.0
NE,Cheyenne County,93.8,399.0
NE,Butler County,93.8,399.0
NC,Orange County,93.8,399.0
MN,Hennepin County,93.8,399.0
NE,Garden County,93.8,399.0
NE,Brown County,93.8,399.0
PA,Washington County,93.8,399.0
WI,Ashland County,93.8,399.0
IA,Dubuque County,93.8,399.0
MT,Silver Bow County,93.8,399.0
MT,Powder River County,93.8,399.0
UT,Grand County,93.8,399.0
TX,Comal County,93.8,399.0
IL,Piatt County,93.8,399.0
OH,Henry County,93.7,425.5
NH,Cheshire County,93.7,425.5
NC,New Hanover County,93.7,425.5
KS,Washington County,93.7,425.5
NY,Saratoga County,93.7,425.5
OH,Auglaize County,93.7,425.5
MI,Ingham County,93.7,425.5
NJ,Gloucester County,93.7,425.5
ND,Oliver County,93.7,425.5
NE,Holt County,93.7,425.5
AK,Matanuska-Susitna Borough,93.7,425.5
AK,Hoonah-Angoon Census Area,93.7,425.5
HI,Kalawao County,93.7,425.5
TX,Randall County,93.7,425.5
OH,Wyandot County,93.7,425.5
FL,Sarasota County,93.7,425.5
UT,Washington County,93.7,425.5
CA,Alpine County,93.7,425.5
KS,Linn County,93.7,425.5
UT,Box Elder County,93.7,425.5
IA,Lyon County,93.7,425.5
VT,Rutland County,93.7,425.5
MN,Lincoln County,93.7,425.5
VT,Windham County,93.7,425.5
CO,Gilpin County,93.7,425.5
SD,Stanley County,93.7,425.5
WI,Winnebago County,93.6,454.0
VT,Orange County,93.6,454.0
WY,Uinta County,93.6,454.0
WV,Mineral County,93.6,454.0
ME,Franklin County,93.6,454.0
ID,Kootenai County,93.6,454.0
WY,Lincoln County,93.6,454.0
NC,Wake County,93.6,454.0
ME,Knox County,93.6,454.0
TX,Rockwall County,93.6,454.0
TX,Roberts County,93.6,454.0
IA,Kossuth County,93.6,454.0
IL,McHenry County,93.6,454.0
AL,Shelby County,93.6,454.0
MA,Middlesex County,93.6,454.0
NV,Churchill County,93.6,454.0
MA,Franklin County,93.6,454.0
NH,Belknap County,93.6,454.0
IL,Grundy County,93.6,454.0
MD,Charles County,93.6,454.0
TN,Montgomery County,93.6,454.0
IA,Sac County,93.6,454.0
NE,Richardson County,93.6,454.0
IL,Kendall County,93.6,454.0
MN,Cass County,93.6,454.0
MO,Andrew County,93.6,454.0
MO,Clay County,93.6,454.0
GA,Forsyth County,93.6,454.0
MI,Otsego County,93.6,454.0
WA,King County,93.6,454.0
OH,Fairfield County,93.6,454.0
SD,Fall River County,93.5,480.0
IA,Jackson County,93.5,480.0
VA,Fluvanna County,93.5,480.0
ME,Penobscot County,93.5,480.0
IN,Warren County,93.5,480.0
IA,Cherokee County,93.5,480.0
IA,Shelby County,93.5,480.0
MN,Stevens County,93.5,480.0
IL,DuPage County,93.5,480.0
OH,Hancock County,93.5,480.0
MN,Traverse County,93.5,480.0
KS,Brown County,93.5,480.0
IA,Cerro Gordo County,93.5,480.0
VA,Chesapeake city,93.5,480.0
MI,Barry County,93.5,480.0
KS,Chase County,93.5,480.0
ND,Renville County,93.5,480.0
VA,Roanoke County,93.5,480.0
NE,Thayer County,93.5,480.0
IA,Monroe County,93.5,480.0
KY,Scott County,93.5,480.0
SC,Beaufort County,93.4,502.5
NY,Putnam County,93.4,502.5
IL,Putnam County,93.4,502.5
MD,Anne Arundel County,93.4,502.5
IA,Palo Alto County,93.4,502.5
NE,Hayes County,93.4,502.5
PA,Delaware County,93.4,502.5
MN,Lake County,93.4,502.5
IL,Hancock County,93.4,502.5
VA,Williamsburg city,93.4,502.5
IA,Hamilton County,93.4,502.5
ID,Bannock County,93.4,502.5
CA,Marin County,93.4,502.5
GA,Harris County,93.4,502.5
UT,Iron County,93.4,502.5
MN,Martin County,93.4,502.5
KS,Nemaha County,93.4,502.5
IA,Chickasaw County,93.4,502.5
OR,Gilliam County,93.4,502.5
ND,Grant County,93.4,502.5
WI,Sawyer County,93.4,502.5
KS,Dickinson County,93.4,502.5
KS,Decatur County,93.4,502.5
VT,Lamoille County,93.4,502.5
VA,New Kent County,93.3,526.0
KS,Shawnee County,93.3,526.0
WY,Converse County,93.3,526.0
NE,Lancaster County,93.3,526.0
WI,Wood County,93.3,526.0
MO,Cass County,93.3,526.0
MN,Roseau County,93.3,526.0
MO,Clinton County,93.3,526.0
VA,Salem city,93.3,526.0
MN,Winona County,93.3,526.0
KS,Saline County,93.3,526.0
MI,Mason County,93.3,526.0
ND,Nelson County,93.3,526.0
IA,Lee County,93.3,526.0
ND,McKenzie County,93.3,526.0
WV,Monongalia County,93.3,526.0
TX,Kendall County,93.3,526.0
IN,Hancock County,93.3,526.0
IL,Tazewell County,93.3,526.0
VA,Albemarle County,93.3,526.0
NY,Ontario County,93.3,526.0
GA,Fulton County,93.3,526.0
VA,Fairfax County,93.3,526.0
SD,Minnehaha County,93.2,547.5
SD,Brown County,93.2,547.5
VA,Stafford County,93.2,547.5
IL,Shelby County,93.2,547.5
ND,Bottineau County,93.2,547.5
IA,Ringgold County,93.2,547.5
FL,Alachua County,93.2,547.5
KY,Boone County,93.2,547.5
FL,Leon County,93.2,547.5
OH,Miami County,93.2,547.5
IA,Humboldt County,93.2,547.5
PA,Cumberland County,93.2,547.5
NJ,Warren County,93.2,547.5
MN,Brown County,93.2,547.5
TX,Denton County,93.2,547.5
KS,Sumner County,93.2,547.5
MI,Antrim County,93.2,547.5
WA,Whatcom County,93.2,547.5
ID,Nez Perce County,93.2,547.5
MI,Ontonagon County,93.2,547.5
KY,Campbell County,93.1,571.5
MT,Valley County,93.1,571.5
CO,Cheyenne County,93.1,571.5
VA,Alexandria city,93.1,571.5
WY,Goshen County,93.1,571.5
KS,Russell County,93.1,571.5
KS,Crawford County,93.1,571.5
IA,Worth County,93.1,571.5
MI,Menominee County,93.1,571.5
OH,Lake County,93.1,571.5
PA,Pike County,93.1,571.5
WI,Waupaca County,93.1,571.5
PA,Warren County,93.1,571.5
AR,Faulkner County,93.1,571.5
MA,Berkshire County,93.1,571.5
OH,Fulton County,93.1,571.5
MN,Lyon County,93.1,571.5
IL,Effingham County,93.1,571.5
NE,Merrick County,93.1,571.5
CT,New London County,93.1,571.5
IL,De Witt County,93.1,571.5
IA,Greene County,93.1,571.5
ME,Waldo County,93.1,571.5
ID,Bear Lake County,93.1,571.5
IN,Wells County,93.1,571.5
NH,Merrimack County,93.1,571.5
NE,McPherson County,93.1,571.5
IL,Clark County,93.1,571.5
MN,Beltrami County,93,596.5
MD,Frederick County,93,596.5
IN,Brown County,93,596.5
MO,Johnson County,93,596.5
IL,Cumberland County,93,596.5
MI,Houghton County,93,596.5
MI,Benzie County,93,596.5
MA,Plymouth County,93,596.5
MT,Cascade County,93,596.5
IL,Madison County,93,596.5
NE,Otoe County,93,596.5
NE,Nance County,93,596.5
MT,Daniels County,93,596.5
OH,Seneca County,93,596.5
PA,Elk County,93,596.5
NC,Watauga County,93,596.5
GA,Houston County,93,596.5
ND,Pierce County,93,596.5
OR,Washington County,93,596.5
WV,Ohio County,93,596.5
NH,Grafton County,93,596.5
WA,Clark County,93,596.5
KS,Pratt County,92.9,625.0
VT,Caledonia County,92.9,625.0
WA,Skamania County,92.9,625.0
IA,Keokuk County,92.9,625.0
WA,Snohomish County,92.9,625.0
SC,Charleston County,92.9,625.0
PA,Wyoming County,92.9,625.0
WV,Brooke County,92.9,625.0
NJ,Bergen County,92.9,625.0
KS,Leavenworth County,92.9,625.0
TN,Wilson County,92.9,625.0
SD,Custer County,92.9,625.0
MN,Redwood County,92.9,625.0
WI,Green County,92.9,625.0
HI,Hawaii County,92.9,625.0
NE,Clay County,92.9,625.0
NC,Brunswick County,92.9,625.0
OH,Van Wert County,92.9,625.0
WY,Weston County,92.9,625.0
OR,Lane County,92.9,625.0
MN,Waseca County,92.9,625.0
KS,Rice County,92.9,625.0
IA,Des Moines County,92.9,625.0
WY,Crook County,92.9,625.0
MO,Greene County,92.9,625.0
NE,Grant County,92.9,625.0
NH,Hillsborough County,92.9,625.0
WA,Clallam County,92.9,625.0
OH,Mercer County,92.9,625.0
GA,Cobb County,92.9,625.0
GA,Columbia County,92.9,625.0
MD,Queen Anne's County,92.9,625.0
MN,Becker County,92.9,625.0
FL,Okaloosa County,92.9,625.0
SD,Hand County,92.9,625.0
VA,Fairfax city,92.8,657.5
MN,Jackson County,92.8,657.5
NY,Otsego County,92.8,657.5
KS,Morris County,92.8,657.5
MN,Grant County,92.8,657.5
IA,Lucas County,92.8,657.5
NY,Albany County,92.8,657.5
OR,Lincoln County,92.8,657.5
OR,Union County,92.8,657.5
WI,Washburn County,92.8,657.5
IA,Floyd County,92.8,657.5
MD,Worcester County,92.8,657.5
OH,Logan County,92.8,657.5
OH,Licking County,92.8,657.5
NJ,Ocean County,92.8,657.5
WI,Marathon County,92.8,657.5
MT,Broadwater County,92.8,657.5
IA,Jefferson County,92.8,657.5
OH,Jefferson County,92.8,657.5
NE,Harlan County,92.8,657.5
VA,Fauquier County,92.8,657.5
